number,created_at,author_id,assignee_id,description,due_at,status,updated_at
428433,2025-09-30 12:40:00.503148+00,433,21,Тестовая заявка №428433,2025-10-04 12:40:00.503148+00,in_progress,2025-10-03 12:40:00.503148+00
255433,2025-09-20 12:43:20.503148+00,433,21,Тестовая заявка №255433,2025-10-04 12:43:20.503148+00,in_progress,2025-10-03 12:43:20.503148+00
82433,2025-09-10 12:46:40.503148+00,433,21,Тестовая заявка №82433,2025-10-04 12:46:40.503148+00,in_progress,2025-09-18 12:46:40.503148+00
912433,2025-09-20 22:13:20.503148+00,433,21,Тестовая заявка №912433,2025-10-04 22:13:20.503148+00,in_progress,2025-10-03 22:13:20.503148+00
739433,2025-09-10 22:16:40.503148+00,433,21,Тестовая заявка №739433,2025-10-04 22:16:40.503148+00,in_progress,2025-09-18 22:16:40.503148+00
647433,2025-09-30 23:50:00.503148+00,433,21,Тестовая заявка №647433,2025-10-04 23:50:00.503148+00,in_progress,2025-10-03 23:50:00.503148+00
474433,2025-09-20 23:53:20.503148+00,433,21,Тестовая заявка №474433,2025-10-04 23:53:20.503148+00,in_progress,2025-10-03 23:53:20.503148+00
301433,2025-09-10 23:56:40.503148+00,433,21,Тестовая заявка №301433,2025-10-04 23:56:40.503148+00,in_progress,2025-09-18 23:56:40.503148+00
209433,2025-10-01 01:30:00.503148+00,433,21,Тестовая заявка №209433,2025-10-05 01:30:00.503148+00,in_progress,2025-10-04 01:30:00.503148+00
36433,2025-09-21 01:33:20.503148+00,433,21,Тестовая заявка №36433,2025-10-05 01:33:20.503148+00,in_progress,2025-10-04 01:33:20.503148+00
958433,2025-09-11 09:26:40.503148+00,433,21,Тестовая заявка №958433,2025-10-05 09:26:40.503148+00,in_progress,2025-09-19 09:26:40.503148+00
866433,2025-10-01 11:00:00.503148+00,433,21,Тестовая заявка №866433,2025-10-05 11:00:00.503148+00,in_progress,2025-10-04 11:00:00.503148+00
693433,2025-09-21 11:03:20.503148+00,433,21,Тестовая заявка №693433,2025-10-05 11:03:20.503148+00,in_progress,2025-10-04 11:03:20.503148+00
520433,2025-09-11 11:06:40.503148+00,433,21,Тестовая заявка №520433,2025-10-05 11:06:40.503148+00,in_progress,2025-09-19 11:06:40.503148+00
862433,2025-09-15 12:06:40.503148+00,433,21,Тестовая заявка №862433,2025-10-09 12:06:40.503148+00,in_progress,2025-09-23 12:06:40.503148+00
770433,2025-10-05 13:40:00.503148+00,433,21,Тестовая заявка №770433,2025-10-09 13:40:00.503148+00,in_progress,2025-10-08 13:40:00.503148+00
597433,2025-09-25 13:43:20.503148+00,433,21,Тестовая заявка №597433,2025-10-09 13:43:20.503148+00,in_progress,2025-10-08 13:43:20.503148+00
424433,2025-09-15 13:46:40.503148+00,433,21,Тестовая заявка №424433,2025-10-09 13:46:40.503148+00,in_progress,2025-09-23 13:46:40.503148+00
332433,2025-10-05 15:20:00.503148+00,433,21,Тестовая заявка №332433,2025-10-09 15:20:00.503148+00,in_progress,2025-10-08 15:20:00.503148+00
159433,2025-09-25 15:23:20.503148+00,433,21,Тестовая заявка №159433,2025-10-09 15:23:20.503148+00,in_progress,2025-10-08 15:23:20.503148+00
989433,2025-10-06 00:50:00.503148+00,433,21,Тестовая заявка №989433,2025-10-10 00:50:00.503148+00,in_progress,2025-10-09 00:50:00.503148+00
816433,2025-09-26 00:53:20.503148+00,433,21,Тестовая заявка №816433,2025-10-10 00:53:20.503148+00,in_progress,2025-10-09 00:53:20.503148+00
643433,2025-09-16 00:56:40.503148+00,433,21,Тестовая заявка №643433,2025-10-10 00:56:40.503148+00,in_progress,2025-09-24 00:56:40.503148+00
551433,2025-10-06 02:30:00.503148+00,433,21,Тестовая заявка №551433,2025-10-10 02:30:00.503148+00,in_progress,2025-10-09 02:30:00.503148+00
378433,2025-09-26 02:33:20.503148+00,433,21,Тестовая заявка №378433,2025-10-10 02:33:20.503148+00,in_progress,2025-10-09 02:33:20.503148+00
205433,2025-09-16 02:36:40.503148+00,433,21,Тестовая заявка №205433,2025-10-10 02:36:40.503148+00,in_progress,2025-09-24 02:36:40.503148+00
113433,2025-10-06 04:10:00.503148+00,433,21,Тестовая заявка №113433,2025-10-10 04:10:00.503148+00,in_progress,2025-10-09 04:10:00.503148+00
939433,2025-09-30 14:43:20.503148+00,433,21,Тестовая заявка №939433,2025-10-14 14:43:20.503148+00,in_progress,2025-10-13 14:43:20.503148+00
766433,2025-09-20 14:46:40.503148+00,433,21,Тестовая заявка №766433,2025-10-14 14:46:40.503148+00,in_progress,2025-09-28 14:46:40.503148+00
674433,2025-10-10 16:20:00.503148+00,433,21,Тестовая заявка №674433,2025-10-14 16:20:00.503148+00,in_progress,2025-10-13 16:20:00.503148+00
501433,2025-09-30 16:23:20.503148+00,433,21,Тестовая заявка №501433,2025-10-14 16:23:20.503148+00,in_progress,2025-10-13 16:23:20.503148+00
328433,2025-09-20 16:26:40.503148+00,433,21,Тестовая заявка №328433,2025-10-14 16:26:40.503148+00,in_progress,2025-09-28 16:26:40.503148+00
236433,2025-10-10 18:00:00.503148+00,433,21,Тестовая заявка №236433,2025-10-14 18:00:00.503148+00,in_progress,2025-10-13 18:00:00.503148+00
63433,2025-09-30 18:03:20.503148+00,433,21,Тестовая заявка №63433,2025-10-14 18:03:20.503148+00,in_progress,2025-10-13 18:03:20.503148+00
985433,2025-09-21 01:56:40.503148+00,433,21,Тестовая заявка №985433,2025-10-15 01:56:40.503148+00,in_progress,2025-09-29 01:56:40.503148+00
893433,2025-10-11 03:30:00.503148+00,433,21,Тестовая заявка №893433,2025-10-15 03:30:00.503148+00,in_progress,2025-10-14 03:30:00.503148+00
720433,2025-10-01 03:33:20.503148+00,433,21,Тестовая заявка №720433,2025-10-15 03:33:20.503148+00,in_progress,2025-10-14 03:33:20.503148+00
547433,2025-09-21 03:36:40.503148+00,433,21,Тестовая заявка №547433,2025-10-15 03:36:40.503148+00,in_progress,2025-09-29 03:36:40.503148+00
455433,2025-10-11 05:10:00.503148+00,433,21,Тестовая заявка №455433,2025-10-15 05:10:00.503148+00,in_progress,2025-10-14 05:10:00.503148+00
282433,2025-10-01 05:13:20.503148+00,433,21,Тестовая заявка №282433,2025-10-15 05:13:20.503148+00,in_progress,2025-10-14 05:13:20.503148+00
109433,2025-09-21 05:16:40.503148+00,433,21,Тестовая заявка №109433,2025-10-15 05:16:40.503148+00,in_progress,2025-09-29 05:16:40.503148+00
17433,2025-10-11 06:50:00.503148+00,433,21,Тестовая заявка №17433,2025-10-15 06:50:00.503148+00,in_progress,2025-10-14 06:50:00.503148+00
843433,2025-10-05 17:23:20.503148+00,433,21,Тестовая заявка №843433,2025-10-19 17:23:20.503148+00,in_progress,2025-10-18 17:23:20.503148+00
670433,2025-09-25 17:26:40.503148+00,433,21,Тестовая заявка №670433,2025-10-19 17:26:40.503148+00,in_progress,2025-10-03 17:26:40.503148+00
578433,2025-10-15 19:00:00.503148+00,433,21,Тестовая заявка №578433,2025-10-19 19:00:00.503148+00,in_progress,2025-10-18 19:00:00.503148+00
405433,2025-10-05 19:03:20.503148+00,433,21,Тестовая заявка №405433,2025-10-19 19:03:20.503148+00,in_progress,2025-10-18 19:03:20.503148+00
232433,2025-09-25 19:06:40.503148+00,433,21,Тестовая заявка №232433,2025-10-19 19:06:40.503148+00,in_progress,2025-10-03 19:06:40.503148+00
140433,2025-10-15 20:40:00.503148+00,433,21,Тестовая заявка №140433,2025-10-19 20:40:00.503148+00,in_progress,2025-10-18 20:40:00.503148+00
889433,2025-09-26 04:36:40.503148+00,433,21,Тестовая заявка №889433,2025-10-20 04:36:40.503148+00,in_progress,2025-10-04 04:36:40.503148+00
797433,2025-10-16 06:10:00.503148+00,433,21,Тестовая заявка №797433,2025-10-20 06:10:00.503148+00,in_progress,2025-10-19 06:10:00.503148+00
624433,2025-10-06 06:13:20.503148+00,433,21,Тестовая заявка №624433,2025-10-20 06:13:20.503148+00,in_progress,2025-10-19 06:13:20.503148+00
451433,2025-09-26 06:16:40.503148+00,433,21,Тестовая заявка №451433,2025-10-20 06:16:40.503148+00,in_progress,2025-10-04 06:16:40.503148+00
359433,2025-10-16 07:50:00.503148+00,433,21,Тестовая заявка №359433,2025-10-20 07:50:00.503148+00,in_progress,2025-10-19 07:50:00.503148+00
186433,2025-10-06 07:53:20.503148+00,433,21,Тестовая заявка №186433,2025-10-20 07:53:20.503148+00,in_progress,2025-10-19 07:53:20.503148+00
13433,2025-09-26 07:56:40.503148+00,433,21,Тестовая заявка №13433,2025-10-20 07:56:40.503148+00,in_progress,2025-10-04 07:56:40.503148+00
920433,2025-10-20 20:00:00.503148+00,433,21,Тестовая заявка №920433,2025-10-24 20:00:00.503148+00,in_progress,2025-10-23 20:00:00.503148+00
747433,2025-10-10 20:03:20.503148+00,433,21,Тестовая заявка №747433,2025-10-24 20:03:20.503148+00,in_progress,2025-10-23 20:03:20.503148+00
574433,2025-09-30 20:06:40.503148+00,433,21,Тестовая заявка №574433,2025-10-24 20:06:40.503148+00,in_progress,2025-10-08 20:06:40.503148+00
482433,2025-10-20 21:40:00.503148+00,433,21,Тестовая заявка №482433,2025-10-24 21:40:00.503148+00,in_progress,2025-10-23 21:40:00.503148+00
309433,2025-10-10 21:43:20.503148+00,433,21,Тестовая заявка №309433,2025-10-24 21:43:20.503148+00,in_progress,2025-10-23 21:43:20.503148+00
136433,2025-09-30 21:46:40.503148+00,433,21,Тестовая заявка №136433,2025-10-24 21:46:40.503148+00,in_progress,2025-10-08 21:46:40.503148+00
44433,2025-10-20 23:20:00.503148+00,433,21,Тестовая заявка №44433,2025-10-24 23:20:00.503148+00,in_progress,2025-10-23 23:20:00.503148+00
966433,2025-10-11 07:13:20.503148+00,433,21,Тестовая заявка №966433,2025-10-25 07:13:20.503148+00,in_progress,2025-10-24 07:13:20.503148+00
793433,2025-10-01 07:16:40.503148+00,433,21,Тестовая заявка №793433,2025-10-25 07:16:40.503148+00,in_progress,2025-10-09 07:16:40.503148+00
701433,2025-10-21 08:50:00.503148+00,433,21,Тестовая заявка №701433,2025-10-25 08:50:00.503148+00,in_progress,2025-10-24 08:50:00.503148+00
528433,2025-10-11 08:53:20.503148+00,433,21,Тестовая заявка №528433,2025-10-25 08:53:20.503148+00,in_progress,2025-10-24 08:53:20.503148+00
355433,2025-10-01 08:56:40.503148+00,433,21,Тестовая заявка №355433,2025-10-25 08:56:40.503148+00,in_progress,2025-10-09 08:56:40.503148+00
263433,2025-10-21 10:30:00.503148+00,433,21,Тестовая заявка №263433,2025-10-25 10:30:00.503148+00,in_progress,2025-10-24 10:30:00.503148+00
90433,2025-10-11 10:33:20.503148+00,433,21,Тестовая заявка №90433,2025-10-25 10:33:20.503148+00,in_progress,2025-10-24 10:33:20.503148+00
167433,2025-10-25 13:10:00.503148+00,433,21,Тестовая заявка №167433,2025-10-29 13:10:00.503148+00,in_progress,2025-10-28 13:10:00.503148+00
916433,2025-10-05 21:06:40.503148+00,433,21,Тестовая заявка №916433,2025-10-29 21:06:40.503148+00,in_progress,2025-10-13 21:06:40.503148+00
824433,2025-10-25 22:40:00.503148+00,433,21,Тестовая заявка №824433,2025-10-29 22:40:00.503148+00,in_progress,2025-10-28 22:40:00.503148+00
651433,2025-10-15 22:43:20.503148+00,433,21,Тестовая заявка №651433,2025-10-29 22:43:20.503148+00,in_progress,2025-10-28 22:43:20.503148+00
478433,2025-10-05 22:46:40.503148+00,433,21,Тестовая заявка №478433,2025-10-29 22:46:40.503148+00,in_progress,2025-10-13 22:46:40.503148+00
386433,2025-10-26 00:20:00.503148+00,433,21,Тестовая заявка №386433,2025-10-30 00:20:00.503148+00,in_progress,2025-10-29 00:20:00.503148+00
213433,2025-10-16 00:23:20.503148+00,433,21,Тестовая заявка №213433,2025-10-30 00:23:20.503148+00,in_progress,2025-10-29 00:23:20.503148+00
40433,2025-10-06 00:26:40.503148+00,433,21,Тестовая заявка №40433,2025-10-30 00:26:40.503148+00,in_progress,2025-10-14 00:26:40.503148+00
870433,2025-10-16 09:53:20.503148+00,433,21,Тестовая заявка №870433,2025-10-30 09:53:20.503148+00,in_progress,2025-10-29 09:53:20.503148+00
697433,2025-10-06 09:56:40.503148+00,433,21,Тестовая заявка №697433,2025-10-30 09:56:40.503148+00,in_progress,2025-10-14 09:56:40.503148+00
605433,2025-10-26 11:30:00.503148+00,433,21,Тестовая заявка №605433,2025-10-30 11:30:00.503148+00,in_progress,2025-10-29 11:30:00.503148+00
432433,2025-10-16 11:33:20.503148+00,433,21,Тестовая заявка №432433,2025-10-30 11:33:20.503148+00,in_progress,2025-10-29 11:33:20.503148+00
259433,2025-10-06 11:36:40.503148+00,433,21,Тестовая заявка №259433,2025-10-30 11:36:40.503148+00,in_progress,2025-10-14 11:36:40.503148+00
947433,2025-10-30 12:30:00.503148+00,433,21,Тестовая заявка №947433,2025-11-03 12:30:00.503148+00,in_progress,2025-11-02 12:30:00.503148+00
774433,2025-10-20 12:33:20.503148+00,433,21,Тестовая заявка №774433,2025-11-03 12:33:20.503148+00,in_progress,2025-11-02 12:33:20.503148+00
601433,2025-10-10 12:36:40.503148+00,433,21,Тестовая заявка №601433,2025-11-03 12:36:40.503148+00,in_progress,2025-10-18 12:36:40.503148+00
509433,2025-10-30 14:10:00.503148+00,433,21,Тестовая заявка №509433,2025-11-03 14:10:00.503148+00,in_progress,2025-11-02 14:10:00.503148+00
336433,2025-10-20 14:13:20.503148+00,433,21,Тестовая заявка №336433,2025-11-03 14:13:20.503148+00,in_progress,2025-11-02 14:13:20.503148+00
163433,2025-10-10 14:16:40.503148+00,433,21,Тестовая заявка №163433,2025-11-03 14:16:40.503148+00,in_progress,2025-10-18 14:16:40.503148+00
71433,2025-10-30 15:50:00.503148+00,433,21,Тестовая заявка №71433,2025-11-03 15:50:00.503148+00,in_progress,2025-11-02 15:50:00.503148+00
993433,2025-10-20 23:43:20.503148+00,433,21,Тестовая заявка №993433,2025-11-03 23:43:20.503148+00,in_progress,2025-11-02 23:43:20.503148+00
820433,2025-10-10 23:46:40.503148+00,433,21,Тестовая заявка №820433,2025-11-03 23:46:40.503148+00,in_progress,2025-10-18 23:46:40.503148+00
728433,2025-10-31 01:20:00.503148+00,433,21,Тестовая заявка №728433,2025-11-04 01:20:00.503148+00,in_progress,2025-11-03 01:20:00.503148+00
555433,2025-10-21 01:23:20.503148+00,433,21,Тестовая заявка №555433,2025-11-04 01:23:20.503148+00,in_progress,2025-11-03 01:23:20.503148+00
382433,2025-10-11 01:26:40.503148+00,433,21,Тестовая заявка №382433,2025-11-04 01:26:40.503148+00,in_progress,2025-10-19 01:26:40.503148+00
290433,2025-10-31 03:00:00.503148+00,433,21,Тестовая заявка №290433,2025-11-04 03:00:00.503148+00,in_progress,2025-11-03 03:00:00.503148+00
117433,2025-10-21 03:03:20.503148+00,433,21,Тестовая заявка №117433,2025-11-04 03:03:20.503148+00,in_progress,2025-11-03 03:03:20.503148+00
943433,2025-10-15 13:36:40.503148+00,433,21,Тестовая заявка №943433,2025-11-08 13:36:40.503148+00,in_progress,2025-10-23 13:36:40.503148+00
851433,2025-11-04 15:10:00.503148+00,433,21,Тестовая заявка №851433,2025-11-08 15:10:00.503148+00,in_progress,2025-11-07 15:10:00.503148+00
678433,2025-10-25 15:13:20.503148+00,433,21,Тестовая заявка №678433,2025-11-08 15:13:20.503148+00,in_progress,2025-11-07 15:13:20.503148+00
505433,2025-10-15 15:16:40.503148+00,433,21,Тестовая заявка №505433,2025-11-08 15:16:40.503148+00,in_progress,2025-10-23 15:16:40.503148+00
413433,2025-11-04 16:50:00.503148+00,433,21,Тестовая заявка №413433,2025-11-08 16:50:00.503148+00,in_progress,2025-11-07 16:50:00.503148+00
240433,2025-10-25 16:53:20.503148+00,433,21,Тестовая заявка №240433,2025-11-08 16:53:20.503148+00,in_progress,2025-11-07 16:53:20.503148+00
67433,2025-10-15 16:56:40.503148+00,433,21,Тестовая заявка №67433,2025-11-08 16:56:40.503148+00,in_progress,2025-10-23 16:56:40.503148+00
897433,2025-10-26 02:23:20.503148+00,433,21,Тестовая заявка №897433,2025-11-09 02:23:20.503148+00,in_progress,2025-11-08 02:23:20.503148+00
724433,2025-10-16 02:26:40.503148+00,433,21,Тестовая заявка №724433,2025-11-09 02:26:40.503148+00,in_progress,2025-10-24 02:26:40.503148+00
632433,2025-11-05 04:00:00.503148+00,433,21,Тестовая заявка №632433,2025-11-09 04:00:00.503148+00,in_progress,2025-11-08 04:00:00.503148+00
459433,2025-10-26 04:03:20.503148+00,433,21,Тестовая заявка №459433,2025-11-09 04:03:20.503148+00,in_progress,2025-11-08 04:03:20.503148+00
286433,2025-10-16 04:06:40.503148+00,433,21,Тестовая заявка №286433,2025-11-09 04:06:40.503148+00,in_progress,2025-10-24 04:06:40.503148+00
194433,2025-11-05 05:40:00.503148+00,433,21,Тестовая заявка №194433,2025-11-09 05:40:00.503148+00,in_progress,2025-11-08 05:40:00.503148+00
21433,2025-10-26 05:43:20.503148+00,433,21,Тестовая заявка №21433,2025-11-09 05:43:20.503148+00,in_progress,2025-11-08 05:43:20.503148+00
847433,2025-10-20 16:16:40.503148+00,433,21,Тестовая заявка №847433,2025-11-13 16:16:40.503148+00,in_progress,2025-10-28 16:16:40.503148+00
755433,2025-11-09 17:50:00.503148+00,433,21,Тестовая заявка №755433,2025-11-13 17:50:00.503148+00,in_progress,2025-11-12 17:50:00.503148+00
582433,2025-10-30 17:53:20.503148+00,433,21,Тестовая заявка №582433,2025-11-13 17:53:20.503148+00,in_progress,2025-11-12 17:53:20.503148+00
409433,2025-10-20 17:56:40.503148+00,433,21,Тестовая заявка №409433,2025-11-13 17:56:40.503148+00,in_progress,2025-10-28 17:56:40.503148+00
317433,2025-11-09 19:30:00.503148+00,433,21,Тестовая заявка №317433,2025-11-13 19:30:00.503148+00,in_progress,2025-11-12 19:30:00.503148+00
144433,2025-10-30 19:33:20.503148+00,433,21,Тестовая заявка №144433,2025-11-13 19:33:20.503148+00,in_progress,2025-11-12 19:33:20.503148+00
974433,2025-11-10 05:00:00.503148+00,433,21,Тестовая заявка №974433,2025-11-14 05:00:00.503148+00,in_progress,2025-11-13 05:00:00.503148+00
801433,2025-10-31 05:03:20.503148+00,433,21,Тестовая заявка №801433,2025-11-14 05:03:20.503148+00,in_progress,2025-11-13 05:03:20.503148+00
628433,2025-10-21 05:06:40.503148+00,433,21,Тестовая заявка №628433,2025-11-14 05:06:40.503148+00,in_progress,2025-10-29 05:06:40.503148+00
536433,2025-11-10 06:40:00.503148+00,433,21,Тестовая заявка №536433,2025-11-14 06:40:00.503148+00,in_progress,2025-11-13 06:40:00.503148+00
363433,2025-10-31 06:43:20.503148+00,433,21,Тестовая заявка №363433,2025-11-14 06:43:20.503148+00,in_progress,2025-11-13 06:43:20.503148+00
190433,2025-10-21 06:46:40.503148+00,433,21,Тестовая заявка №190433,2025-11-14 06:46:40.503148+00,in_progress,2025-10-29 06:46:40.503148+00
98433,2025-11-10 08:20:00.503148+00,433,21,Тестовая заявка №98433,2025-11-14 08:20:00.503148+00,in_progress,2025-11-13 08:20:00.503148+00
924433,2025-11-04 18:53:20.503148+00,433,21,Тестовая заявка №924433,2025-11-18 18:53:20.503148+00,in_progress,2025-11-17 18:53:20.503148+00
751433,2025-10-25 18:56:40.503148+00,433,21,Тестовая заявка №751433,2025-11-18 18:56:40.503148+00,in_progress,2025-11-02 18:56:40.503148+00
659433,2025-11-14 20:30:00.503148+00,433,21,Тестовая заявка №659433,2025-11-18 20:30:00.503148+00,in_progress,2025-11-17 20:30:00.503148+00
486433,2025-11-04 20:33:20.503148+00,433,21,Тестовая заявка №486433,2025-11-18 20:33:20.503148+00,in_progress,2025-11-17 20:33:20.503148+00
313433,2025-10-25 20:36:40.503148+00,433,21,Тестовая заявка №313433,2025-11-18 20:36:40.503148+00,in_progress,2025-11-02 20:36:40.503148+00
221433,2025-11-14 22:10:00.503148+00,433,21,Тестовая заявка №221433,2025-11-18 22:10:00.503148+00,in_progress,2025-11-17 22:10:00.503148+00
48433,2025-11-04 22:13:20.503148+00,433,21,Тестовая заявка №48433,2025-11-18 22:13:20.503148+00,in_progress,2025-11-17 22:13:20.503148+00
970433,2025-10-26 06:06:40.503148+00,433,21,Тестовая заявка №970433,2025-11-19 06:06:40.503148+00,in_progress,2025-11-03 06:06:40.503148+00
878433,2025-11-15 07:40:00.503148+00,433,21,Тестовая заявка №878433,2025-11-19 07:40:00.503148+00,in_progress,2025-11-18 07:40:00.503148+00
705433,2025-11-05 07:43:20.503148+00,433,21,Тестовая заявка №705433,2025-11-19 07:43:20.503148+00,in_progress,2025-11-18 07:43:20.503148+00
532433,2025-10-26 07:46:40.503148+00,433,21,Тестовая заявка №532433,2025-11-19 07:46:40.503148+00,in_progress,2025-11-03 07:46:40.503148+00
440433,2025-11-15 09:20:00.503148+00,433,21,Тестовая заявка №440433,2025-11-19 09:20:00.503148+00,in_progress,2025-11-18 09:20:00.503148+00
267433,2025-11-05 09:23:20.503148+00,433,21,Тестовая заявка №267433,2025-11-19 09:23:20.503148+00,in_progress,2025-11-18 09:23:20.503148+00
94433,2025-10-26 09:26:40.503148+00,433,21,Тестовая заявка №94433,2025-11-19 09:26:40.503148+00,in_progress,2025-11-03 09:26:40.503148+00
2433,2025-11-15 11:00:00.503148+00,433,21,Тестовая заявка №2433,2025-11-19 11:00:00.503148+00,in_progress,2025-11-18 11:00:00.503148+00
344433,2025-11-19 12:00:00.503148+00,433,21,Тестовая заявка №344433,2025-11-23 12:00:00.503148+00,in_progress,2025-11-22 12:00:00.503148+00
171433,2025-11-09 12:03:20.503148+00,433,21,Тестовая заявка №171433,2025-11-23 12:03:20.503148+00,in_progress,2025-11-22 12:03:20.503148+00
828433,2025-11-09 21:33:20.503148+00,433,21,Тестовая заявка №828433,2025-11-23 21:33:20.503148+00,in_progress,2025-11-22 21:33:20.503148+00
655433,2025-10-30 21:36:40.503148+00,433,21,Тестовая заявка №655433,2025-11-23 21:36:40.503148+00,in_progress,2025-11-07 21:36:40.503148+00
563433,2025-11-19 23:10:00.503148+00,433,21,Тестовая заявка №563433,2025-11-23 23:10:00.503148+00,in_progress,2025-11-22 23:10:00.503148+00
390433,2025-11-09 23:13:20.503148+00,433,21,Тестовая заявка №390433,2025-11-23 23:13:20.503148+00,in_progress,2025-11-22 23:13:20.503148+00
217433,2025-10-30 23:16:40.503148+00,433,21,Тестовая заявка №217433,2025-11-23 23:16:40.503148+00,in_progress,2025-11-07 23:16:40.503148+00
125433,2025-11-20 00:50:00.503148+00,433,21,Тестовая заявка №125433,2025-11-24 00:50:00.503148+00,in_progress,2025-11-23 00:50:00.503148+00
874433,2025-10-31 08:46:40.503148+00,433,21,Тестовая заявка №874433,2025-11-24 08:46:40.503148+00,in_progress,2025-11-08 08:46:40.503148+00
782433,2025-11-20 10:20:00.503148+00,433,21,Тестовая заявка №782433,2025-11-24 10:20:00.503148+00,in_progress,2025-11-23 10:20:00.503148+00
609433,2025-11-10 10:23:20.503148+00,433,21,Тестовая заявка №609433,2025-11-24 10:23:20.503148+00,in_progress,2025-11-23 10:23:20.503148+00
436433,2025-10-31 10:26:40.503148+00,433,21,Тестовая заявка №436433,2025-11-24 10:26:40.503148+00,in_progress,2025-11-08 10:26:40.503148+00
686433,2025-11-24 13:00:00.503148+00,433,21,Тестовая заявка №686433,2025-11-28 13:00:00.503148+00,in_progress,2025-11-27 13:00:00.503148+00
513433,2025-11-14 13:03:20.503148+00,433,21,Тестовая заявка №513433,2025-11-28 13:03:20.503148+00,in_progress,2025-11-27 13:03:20.503148+00
340433,2025-11-04 13:06:40.503148+00,433,21,Тестовая заявка №340433,2025-11-28 13:06:40.503148+00,in_progress,2025-11-12 13:06:40.503148+00
248433,2025-11-24 14:40:00.503148+00,433,21,Тестовая заявка №248433,2025-11-28 14:40:00.503148+00,in_progress,2025-11-27 14:40:00.503148+00
75433,2025-11-14 14:43:20.503148+00,433,21,Тестовая заявка №75433,2025-11-28 14:43:20.503148+00,in_progress,2025-11-27 14:43:20.503148+00
997433,2025-11-04 22:36:40.503148+00,433,21,Тестовая заявка №997433,2025-11-28 22:36:40.503148+00,in_progress,2025-11-12 22:36:40.503148+00
905433,2025-11-25 00:10:00.503148+00,433,21,Тестовая заявка №905433,2025-11-29 00:10:00.503148+00,in_progress,2025-11-28 00:10:00.503148+00
732433,2025-11-15 00:13:20.503148+00,433,21,Тестовая заявка №732433,2025-11-29 00:13:20.503148+00,in_progress,2025-11-28 00:13:20.503148+00
559433,2025-11-05 00:16:40.503148+00,433,21,Тестовая заявка №559433,2025-11-29 00:16:40.503148+00,in_progress,2025-11-13 00:16:40.503148+00
467433,2025-11-25 01:50:00.503148+00,433,21,Тестовая заявка №467433,2025-11-29 01:50:00.503148+00,in_progress,2025-11-28 01:50:00.503148+00
294433,2025-11-15 01:53:20.503148+00,433,21,Тестовая заявка №294433,2025-11-29 01:53:20.503148+00,in_progress,2025-11-28 01:53:20.503148+00
121433,2025-11-05 01:56:40.503148+00,433,21,Тестовая заявка №121433,2025-11-29 01:56:40.503148+00,in_progress,2025-11-13 01:56:40.503148+00
29433,2025-11-25 03:30:00.503148+00,433,21,Тестовая заявка №29433,2025-11-29 03:30:00.503148+00,in_progress,2025-11-28 03:30:00.503148+00
951433,2025-11-15 11:23:20.503148+00,433,21,Тестовая заявка №951433,2025-11-29 11:23:20.503148+00,in_progress,2025-11-28 11:23:20.503148+00
778433,2025-11-05 11:26:40.503148+00,433,21,Тестовая заявка №778433,2025-11-29 11:26:40.503148+00,in_progress,2025-11-13 11:26:40.503148+00
855433,2025-11-19 14:03:20.503148+00,433,21,Тестовая заявка №855433,2025-12-03 14:03:20.503148+00,in_progress,2025-12-02 14:03:20.503148+00
682433,2025-11-09 14:06:40.503148+00,433,21,Тестовая заявка №682433,2025-12-03 14:06:40.503148+00,in_progress,2025-11-17 14:06:40.503148+00
590433,2025-11-29 15:40:00.503148+00,433,21,Тестовая заявка №590433,2025-12-03 15:40:00.503148+00,in_progress,2025-12-02 15:40:00.503148+00
417433,2025-11-19 15:43:20.503148+00,433,21,Тестовая заявка №417433,2025-12-03 15:43:20.503148+00,in_progress,2025-12-02 15:43:20.503148+00
244433,2025-11-09 15:46:40.503148+00,433,21,Тестовая заявка №244433,2025-12-03 15:46:40.503148+00,in_progress,2025-11-17 15:46:40.503148+00
152433,2025-11-29 17:20:00.503148+00,433,21,Тестовая заявка №152433,2025-12-03 17:20:00.503148+00,in_progress,2025-12-02 17:20:00.503148+00
901433,2025-11-10 01:16:40.503148+00,433,21,Тестовая заявка №901433,2025-12-04 01:16:40.503148+00,in_progress,2025-11-18 01:16:40.503148+00
809433,2025-11-30 02:50:00.503148+00,433,21,Тестовая заявка №809433,2025-12-04 02:50:00.503148+00,in_progress,2025-12-03 02:50:00.503148+00
636433,2025-11-20 02:53:20.503148+00,433,21,Тестовая заявка №636433,2025-12-04 02:53:20.503148+00,in_progress,2025-12-03 02:53:20.503148+00
463433,2025-11-10 02:56:40.503148+00,433,21,Тестовая заявка №463433,2025-12-04 02:56:40.503148+00,in_progress,2025-11-18 02:56:40.503148+00
371433,2025-11-30 04:30:00.503148+00,433,21,Тестовая заявка №371433,2025-12-04 04:30:00.503148+00,in_progress,2025-12-03 04:30:00.503148+00
198433,2025-11-20 04:33:20.503148+00,433,21,Тестовая заявка №198433,2025-12-04 04:33:20.503148+00,in_progress,2025-12-03 04:33:20.503148+00
25433,2025-11-10 04:36:40.503148+00,433,21,Тестовая заявка №25433,2025-12-04 04:36:40.503148+00,in_progress,2025-11-18 04:36:40.503148+00
932433,2025-12-04 16:40:00.503148+00,433,21,Тестовая заявка №932433,2025-12-08 16:40:00.503148+00,in_progress,2025-12-07 16:40:00.503148+00
